RPHF	21-5-1956
GVGW	21-5-1956
NZEC	20-5-1956
HOXS	20-5-1956
NDTX	19-5-1956
FZBT	19-5-1956
DAQP	19-5-1956
JHGQ	18-5-1956
HHGT	18-5-1956
JLWY	18-5-1956
EKZI	17-5-1956
EVEL	17-5-1956
CGPO	16-5-1956
OKUZ	16-5-1956
UOHY	16-5-1956
XFDI	16-5-1956
ZIWM	16-5-1956
YLPX	16-5-1956
GYGB	16-5-1956
RMYW	15-5-1956
EBWE	15-5-1956
FYIH	15-5-1956
GLBS	15-5-1956
BKDK	15-5-1956
VOBI	14-5-1956
FSEE	12-5-1956
XAUV	12-5-1956
HAVZ	12-5-1956
VNCA	11-5-1956
QZUZ	11-5-1956
FIGS	10-5-1956
WLTD	10-5-1956
STEB	9-5-1956
GKZB	9-5-1956
EGLT	9-5-1956
WODV	8-5-1956
FKLW	8-5-1956
FVBL	8-5-1956
VSJQ	8-5-1956
SZNJ	8-5-1956
BTZU	7-5-1956
ACWE	7-5-1956
NZAW	7-5-1956
RWYR	7-5-1956
HEBT	6-5-1956
LOXB	6-5-1956
HGHQ	6-5-1956
ICQU	6-5-1956
DMSV	6-5-1956
NFOW	5-5-1956
HLVQ	5-5-1956
QUUA	4-5-1956
JZER	4-5-1956
CNXU	4-5-1956
ZSEB	4-5-1956
FVOY	4-5-1956
RCJK	4-5-1956
AAKR	4-5-1956
MOWR	4-5-1956
JYWN	3-5-1956
FNBM	3-5-1956
FMAU	2-5-1956
GOYR	2-5-1956
XSTJ	1-5-1956
BZMN	1-5-1956
UDNX	30-4-1956
XJMV	30-4-1956
JZUD	30-4-1956
JKFH	30-4-1956
ASBP	30-4-1956
PYKK	30-4-1956
OWUR	29-4-1956
MRWG	29-4-1956
KTVO	28-4-1956
LZQZ	28-4-1956
KPDI	28-4-1956
JRWY	28-4-1956
AABT	27-4-1956
AYKH	26-4-1956
GHDH	26-4-1956
RDKY	26-4-1956
QGTS	26-4-1956
FVEM	25-4-1956
XIAI	25-4-1956
QUDH	24-4-1956
BAWC	24-4-1956
WEIB	23-4-1956
SPNU	23-4-1956
UITF	23-4-1956
PFLP	23-4-1956
EUPP	23-4-1956
YQTB	22-4-1956
SXNI	22-4-1956
OZJE	22-4-1956
ZGTL	22-4-1956
EOXS	21-4-1956
XJVG	21-4-1956
YYWT	21-4-1956
YOZM	21-4-1956
CKIE	21-4-1956
QFTM	21-4-1956
ITXC	21-4-1956
FDUH	20-4-1956
TRZD	20-4-1956
UODI	20-4-1956
YJZC	20-4-1956
QJUN	19-4-1956
CYAL	19-4-1956
SQXE	19-4-1956
VFKC	19-4-1956
EVHH	19-4-1956
YACP	18-4-1956
FQZL	18-4-1956
VNBQ	18-4-1956
MMUE	18-4-1956
GFJX	18-4-1956
CAER	18-4-1956
JDCN	17-4-1956
GUAO	17-4-1956
ZLDR	17-4-1956
EPAA	16-4-1956
MTIG	16-4-1956
POBR	16-4-1956
MCVF	16-4-1956
DIVU	16-4-1956
RUYY	16-4-1956
MMHI	16-4-1956
FVXU	15-4-1956
HEEG	15-4-1956
FMSL	15-4-1956
QKCI	15-4-1956
XGVN	15-4-1956
PRVU	15-4-1956
SQSU	14-4-1956
BVKP	14-4-1956
STPR	14-4-1956
GKTD	14-4-1956
IXPS	14-4-1956
AQKT	13-4-1956
TSQV	13-4-1956
ZOJX	13-4-1956
XRNX	13-4-1956
PLOS	12-4-1956
XSNV	12-4-1956
XYBL	12-4-1956
NJRK	11-4-1956
NHDW	10-4-1956
OIZT	10-4-1956
HCAF	10-4-1956
WHHR	10-4-1956
VETY	9-4-1956
AZUH	9-4-1956
RJTX	8-4-1956
JBPH	8-4-1956
YPJV	8-4-1956
YDPC	8-4-1956
NYNE	7-4-1956
YYUD	7-4-1956
DEEV	6-4-1956
KTNO	6-4-1956
NVXQ	5-4-1956
LSWD	5-4-1956
SSGG	4-4-1956
BSHD	3-4-1956
AKRA	3-4-1956
JTRA	3-4-1956
DIUH	2-4-1956
JJTU	2-4-1956
DWME	2-4-1956
BKMX	1-4-1956
CRBF	1-4-1956
PISJ	1-4-1956
KFDN	1-4-1956
