QEDE	30-11-1955
OPFE	29-9-1955
CSXS	29-9-1955
VWAM	20-9-1955
FZFY	9-9-1955
YCVM	5-9-1955
GVUI	4-6-1955
DGWH	15-5-1955
RKIQ	13-4-1955
XNLG	6-4-1955
LGGG	3-2-1955
DSZH	30-1-1955
DVMI	14-1-1955
NGPL	20-10-1954
BPRH	25-9-1954
NKWS	20-8-1954
JPKS	30-5-1954
OLIB	15-5-1954
IUCF	27-4-1954
NQOS	16-4-1954
NCCE	2-4-1954
XKIS	11-2-1954
ZIBU	3-2-1954
JLZY	8-11-1953
RVJQ	18-10-1953
WZFS	8-10-1953
OSOY	5-10-1953
MJVK	23-8-1953
STBC	16-8-1953
HWDD	15-8-1953
VOXU	4-8-1953
ARBX	9-7-1953
RLJZ	2-5-1953
OTXD	26-4-1953
VEYG	24-4-1953
QRLH	22-4-1953
HCTA	13-1-1953
WYLG	30-10-1952
UWQY	20-10-1952
KXDN	24-8-1952
RXVS	30-5-1952
WDSA	5-5-1952
OQMN	14-4-1952
HANK	3-4-1952
ZFHA	28-2-1952
ULTI	16-1-1952
ASOI	8-1-1952
HBAC	5-1-1952
QAGE	27-10-1951
FJNH	24-9-1951
DFLU	16-9-1951
OALJ	16-9-1951
OEFF	9-9-1951
OKLO	4-9-1951
SCDC	5-8-1951
UACL	2-8-1951
XTZB	30-6-1951
PUHP	29-6-1951
BZTD	11-5-1951
ZSZZ	8-5-1951
HMXR	29-11-1950
OMLN	18-11-1950
LXZO	16-11-1950
VQGG	25-7-1950
GMZH	13-5-1950
CJAQ	11-4-1950
RFRQ	28-11-1949
VXSN	4-11-1949
OOSZ	25-10-1949
LWEV	25-9-1949
OHYU	23-8-1949
KLWA	6-8-1949
KVYA	21-7-1949
CEIQ	18-7-1949
RWCL	28-4-1949
CWWJ	3-4-1949
LUUE	16-2-1949
YUVS	20-11-1948
JTYS	8-10-1948
GBRN	23-9-1948
CYBZ	14-8-1948
YSOD	26-7-1948
UZRT	23-7-1948
JLBO	14-6-1948
MFBR	27-5-1948
AMYA	26-5-1948
KLNK	9-5-1948
PATH	28-3-1948
PUKV	24-2-1948
ZCPA	21-2-1948
SUMN	16-2-1948
XVDC	26-1-1948
MJLD	15-1-1948
KUEB	14-1-1948
DIDE	7-1-1948
SKEE	5-1-1948
GXTW	24-11-1947
RWUJ	26-10-1947
USTO	19-10-1947
VTUN	29-9-1947
DDEK	28-8-1947
OKYW	4-7-1947
NWMV	15-5-1947
KQNL	15-5-1947
CDBN	11-5-1947
TVDY	18-3-1947
EPZY	11-3-1947
DNFS	23-2-1947
ZSMV	3-2-1947
JDEQ	30-1-1947
MVMK	9-1-1947
MIOH	5-1-1947
YTBG	20-11-1946
IRHD	12-10-1946
SVAK	10-10-1946
JSRM	10-10-1946
JIJP	3-10-1946
QHKX	22-9-1946
QEMW	27-7-1946
KGNT	17-7-1946
QDTL	30-6-1946
BZAO	1-6-1946
RWDV	2-5-1946
EPRH	14-4-1946
XMXT	5-3-1946
WGKT	23-2-1946
XIHO	8-2-1946
GOIO	6-1-1946
QDAW	5-1-1946
VHTN	23-10-1945
BPBR	7-10-1945
RBXT	22-9-1945
LZQB	3-8-1945
BHUQ	5-7-1945
GVXJ	2-7-1945
BITS	27-5-1945
ASVI	23-5-1945
EXAM	8-5-1945
AJEC	29-4-1945
RBSE	17-4-1945
ULJK	13-3-1945
DTLN	22-2-1945
TNDT	13-11-1944
LVEN	25-10-1944
RFXV	13-10-1944
EUDE	3-10-1944
DUHC	30-9-1944
HPDO	29-9-1944
SOWV	20-9-1944
VAYA	7-8-1944
GHVK	5-7-1944
ARKN	19-6-1944
NCQI	16-6-1944
IEKN	1-4-1944
EQYF	27-2-1944
HNYX	4-2-1944
SJCU	28-11-1943
YIZX	26-11-1943
VWFJ	18-11-1943
MMWV	16-11-1943
WLFQ	20-9-1943
VMMH	3-9-1943
QLNA	28-8-1943
YYYI	21-8-1943
WVPJ	17-7-1943
STAS	11-6-1943
QXOJ	27-5-1943
NDOY	24-5-1943
TBCP	2-5-1943
VXBB	27-4-1943
EFOL	18-4-1943
VKER	30-1-1943
DJNX	27-1-1943
UHND	13-1-1943
FIVW	19-10-1942
FKIB	15-10-1942
ESAJ	1-10-1942
ZZYJ	10-9-1942
ZDCK	10-9-1942
EWDM	20-8-1942
RJJM	18-8-1942
QCXR	17-8-1942
XPEY	21-7-1942
VVJE	26-6-1942
NCLU	14-6-1942
AVGB	30-5-1942
ABPL	28-2-1942
BABS	1-2-1942
CDJK	7-1-1942
FQFG	7-1-1942
JLWJ	22-9-1941
QKMN	30-7-1941
WZDU	21-5-1941
IFIH	25-4-1941
YRYO	19-4-1941
YORU	25-11-1940
IYZU	30-10-1940
VNDP	8-10-1940
OWIE	5-10-1940
FQLQ	12-9-1940
JSEQ	1-9-1940
BXUT	18-8-1940
LXKG	17-7-1940
TGEM	3-7-1940
RUQR	12-5-1940
HLDM	1-5-1940
PYAY	1-5-1940
YNBC	9-3-1940
KDQQ	3-3-1940
IEPB	27-2-1940
CORO	24-1-1940
